eventtype,Acceleration:longitudinal direction,Deceleration:longitudinal direction,Acceleration:lateral direction,Deceleration:lateral direction,Postive jerk:longitudinal direction,Negative jerk :longitudinal direction,Postive jerk:lateral direction,Negative jerk :lateral direction
0,0.8413986,0.68530399,1.000942,0.65628248,0.89927942,0.62896192,0.72407502,0.67848158
0,0.78689378,0.68120623,0.72596419,0.71060032,0.99323177,0.90652817,0.83525282,0.83970428
0,1.329653,0.66450298,1.106423,0.61407697,0.92745042,0.60463852,0.83787972,0.62371308
0,0.83465928,0.64796108,0.3723754,0.75,0.89921987,0.68253243,0.77994639,0.71889979
0,0.51140177,0.82172918,0.89884633,0.5864712,1.176385,0.71795487,1.171967,1.01838
0,0.96478838,0.51873708,0.90744042,0.77324432,0.81797981,0.61349422,0.90203393,0.74057561
0,0.48839611,0.55374217,0.90284061,0.58156472,1.122632,0.69936109,1.187871,0.86756498
0,0.50525469,0.44288731,0.98746443,1.068437,1.3067991,1.103569,1.239736,1.177223
0,1.1207989,0.64925522,0.87739521,0.61647028,0.90294909,0.78017342,0.74487102,0.67773598
0,0.65728688,1.0956661,,0.42164809,1.042888,0.97072279,0.87596917,0.74351603
0,0.9497931,0.77032769,0.2169957,0.39942139,0.88422912,0.80199182,0.81996542,0.75780088
0,0.62269098,0.66608638,0.67233098,0.32151741,0.8358531,0.69012731,0.8825264,0.73649698
0,0.82929897,0.69828892,0.90827721,0.6313256,1.23615,0.81993788,1.087938,0.93970573
0,0.87168008,0.83118433,0.88351947,0.6504997,0.8288247,0.71736747,0.92185217,0.72041488
0,0.59998339,1.006483,0.48956421,0.53456312,1.317914,0.85851592,1.12125,1.142866
0,0.66283488,0.76732981,1.106696,0.95568138,1.22391,0.93201083,2.085511,1.167707
0,0.67315137,0.69019932,1.984738,0.59404981,1.045238,0.86805809,1.037461,0.79718679
0,1.081996,0.83671409,0.80085337,0.59924442,1.191959,0.87860018,0.93987578,0.81309038
0,0.92209709,0.59391242,0.90569758,0.56629747,0.78196079,0.7233696,0.8949191,0.60861719
0,0.69606251,0.46176121,1.123235,0.62386101,0.89359498,0.61041248,0.91983211,0.68300521
0,0.86217332,0.47237751,1.380779,0.52173811,0.89263201,0.59017831,0.93612999,0.74989802
0,1.196929,0.6752466,1.55494,0.4947637,0.89983898,0.74434519,0.9152292,0.74028027
0,0.97503072,0.79575223,,0.68746829,1.238379,0.73531628,0.94356459,0.96277589
0,0.75104803,0.68205988,,0.31526199,0.96294439,0.7673732,0.97094661,0.65840143
0,0.36207861,0.64980239,,0.4167031,0.88566852,0.72725677,1.050336,0.73088437
0,1.092646,0.60017473,0.66641098,0.60239208,0.89411873,0.78686792,0.90076357,0.72736591
0,0.97475308,0.95975548,0.74291801,0.6725471,1.026211,0.66944271,0.90788609,0.7539295
0,0.84708798,0.75723428,0.98921061,0.70479208,0.87233889,0.68561071,0.98018497,0.76875907
0,1.238216,0.65782011,0.73357201,0.55692941,0.83536297,0.90599239,0.82550192,0.80088949
0,0.73712927,0.73000348,0.62700123,0.49562931,0.84897119,0.73595989,0.88969183,0.70399863
0,0.91245377,0.61017329,1.104864,0.58935171,0.88284391,0.73379308,0.93512952,0.7271108
0,0.7564199,1.0030529,0.3716504,0.82651532,0.99012858,0.65279382,0.95916969,0.82166529
0,1.003493,0.78712362,0.66363138,0.55167001,0.9045577,0.79340237,0.87354791,0.73354179
0,0.84859937,0.50651193,0.59605122,,1.023263,0.74349582,0.79041702,0.70413017
0,0.55159062,0.46103701,1.163004,0.73925,0.84423387,0.72079849,0.67832601,0.77199858
0,0.71179408,0.69921052,1.0860111,0.54568428,0.86687732,0.65600449,0.94922727,0.64317763
0,1.0475121,0.76795483,1.207763,1.009105,1.077213,0.84333938,1.198118,0.85684317
0,1.169899,0.67232031,0.88472492,0.77944678,1.1939321,0.92833048,0.92022002,0.86756551
0,0.95855761,0.73892701,0.78947937,0.88219613,0.95332241,0.83578712,1.0908689,1.073046
0,1.1276391,0.73639119,1.5178109,0.60918051,0.87169129,0.83780593,1.036855,0.81667548
0,0.45633179,0.51890248,0.55058438,0.4577468,0.85742259,0.659711,0.88358003,0.71911639
0,,0.58862942,1.067171,0.66134149,1.123482,0.78871238,0.85207158,0.7969411
0,0.29229581,,1.093327,0.51018697,0.89012039,0.72323829,0.8476364,0.76004612
0,0.29166111,0.48707351,1.4051239,0.50212812,0.98685092,0.78441072,0.79255801,0.69183952
0,0.58749402,0.79195958,1.115144,0.65367222,0.77893049,0.64194512,0.83186048,0.71250403
0,0.75976908,0.75662982,1.2118241,0.74681348,0.886177,0.85041147,1.272843,1.070318
0,1.108466,0.79726398,1.044978,0.6467241,1.021111,0.77859229,0.81721121,0.80335581
0,0.88785207,0.7364099,0.96658409,0.80692559,1.073115,0.9662388,0.78409249,0.71722841
0,0.68095028,0.50810122,1.163401,0.67594332,0.94211262,0.6714164,0.84737128,0.73562431
0,0.88594371,0.94776362,1.044714,0.72500747,1.080842,0.92500502,0.82468802,0.7911154
0,0.63852638,0.5202567,1.144624,0.72571439,1.0937949,0.78742331,0.89996493,0.74476832
0,1.0523,0.94948679,1.195228,0.40492839,0.93770462,0.84308398,0.79939789,0.73454827
0,0.6606319,1.113355,0.93430102,0.65152878,1.169116,0.84238827,0.85650462,0.79969949
0,0.57627058,0.50015962,0.52955163,0.48070559,0.92357862,0.67888868,0.82657671,0.76584798
0,0.73547632,0.63152039,0.4421348,,0.98221272,0.77525532,0.98337752,0.73281521
0,0.98050308,0.5828529,1.31573,0.66920638,0.78852463,0.76078892,0.85476261,0.72245252
0,0.81881112,0.45956609,0.91329992,0.68938571,0.71998388,0.74707371,0.94576699,0.71495777
0,0.58061659,0.53940082,0.74222118,1.04291,0.81482869,0.71909863,1.005424,0.88796812
0,0.4599441,0.52830583,0.69304341,1.1189899,0.81456822,0.81296641,1.166384,1.181486
0,0.66746771,0.73720038,0.90400708,1.038934,1.0021681,0.82754868,1.058537,0.99439371
0,0.78293562,0.80608261,1.241968,0.63369638,0.82856089,0.68771148,0.85715008,0.82240731
0,1.096736,0.62376457,1.049095,0.8952983,1.025613,0.7837314,1.077456,1.314993
0,1.275844,0.63151848,1.0697269,0.67732608,0.76039791,0.87948102,0.9863354,0.77345151
0,0.68336582,0.79229629,0.99596488,0.61844629,0.81828678,0.76433098,0.71483648,0.68205881
0,0.764382,0.66814822,0.92135298,0.63782072,0.72503543,0.76046318,0.8008855,0.80245358
0,0.68459868,0.75414419,0.92989492,0.79282099,0.82905853,0.61669153,0.7903949,0.7012822
0,0.86499792,0.59661931,0.47202319,0.55116433,0.85687941,0.69670141,0.81306821,0.70434803
0,0.69909233,0.9985739,0.89914972,0.68655467,1.5991859,1.291509,1.823539,1.374176
0,0.56734681,0.70030117,1.091185,0.78156292,1.0073299,0.98623532,0.85149783,0.6983701
0,0.93307692,0.7429713,1.0167741,0.64891988,0.85351902,0.77707052,0.99700528,0.80815947
0,0.74942839,0.78720433,1.273263,0.71193773,0.97045642,0.7355333,1.1125129,1.105739
0,0.80061311,0.60725671,1.020541,0.50319213,0.82117349,0.68003398,0.849172,0.72876918
0,0.86566871,0.66821462,0.54100382,0.86562449,0.90050071,0.76508433,0.85393357,0.66625911
0,0.93324089,0.56366742,0.56646788,0.89797962,0.90501988,0.72018772,0.89392382,0.62233442
0,0.83346862,0.7278924,1.011945,0.67478752,0.81405473,0.78324252,0.82320082,0.80533957
0,0.62937838,0.57495952,0.92662632,0.62867081,0.82204968,0.79101652,0.89704531,0.71246427
0,1.047341,0.64652592,0.81307209,0.85651058,1.01968,0.91784012,0.99234241,0.93608022
0,0.63186067,0.54284662,0.56951988,0.64549732,0.74279279,0.6816318,0.96541601,0.72845763
0,0.92555892,0.67713708,1.074567,0.57253093,0.82831931,0.69260591,0.75238258,0.70041293
0,0.52886999,1.230991,1.24491,0.76685208,1.056524,0.8707701,0.99015701,0.98992068
0,0.98966819,0.70744443,2.4494901,0.43467239,0.93976408,0.82001293,1.080521,0.72403759
0,0.44282761,,1.043594,0.71041679,0.92059362,0.65927899,1.045931,0.81915462
0,0.63225597,0.87979531,1.493374,1.368803,1.039057,0.72163832,1.3220561,1.232134
0,0.98194247,0.59347439,0.94054109,0.83503431,1.0326591,0.82549459,0.93934691,0.76269448
0,0.78747761,0.66164488,0.84392929,0.78862572,0.9563942,0.7652449,0.80933952,0.81903899
0,0.8424505,0.60822892,1.034979,1.36402,1.114549,0.80664212,0.92281598,1.086072
0,0.61477238,0.76519638,0.5222255,0.55486071,0.72708148,0.72589117,0.80453748,0.71789628
0,0.88319051,0.75699067,0.92473167,0.89124548,1.150444,0.97109479,1.124038,1.220927
0,0.71784937,0.98260868,0.87022889,0.56290501,0.915057,0.66407049,0.85571218,0.67927539
0,0.71040839,0.79280162,1.064887,0.61412019,0.89955157,0.74590939,0.89712828,0.70936418
0,1.050712,0.64560282,1.076932,0.71503812,0.88564301,0.69656593,0.95679528,0.66722047
0,1.339601,0.47646931,0.20189521,,0.96134698,0.6245544,0.80770439,0.67516887
0,0.77616268,0.71958101,1.0549051,0.85518849,1.141297,0.69179893,1.091287,1.146649
0,0.45204189,0.40606141,0.55470181,0.73431492,0.98283428,0.80243772,0.84527332,0.69240832
0,0.87262678,0.67698348,0.67720532,0.89929742,1.025238,0.98538297,1.132274,0.99023938
0,0.53589332,0.76726568,0.9258064,0.94329143,0.91063362,0.91608679,1.171731,0.95386571
0,0.70230359,0.47128281,1.067109,0.65790772,1.0784709,0.71693653,1.306048,1.117563
0,0.94280899,1.0702,1.414214,1.331666,,,,
0,0.88834119,0.61715919,0.98445243,0.50024378,0.90221852,0.6856764,0.95478648,0.76480168
0,0.84610409,0.92322677,1.183419,0.86518317,1.144769,0.99170691,1.020888,0.88892382
0,0.4280197,0.33809409,1.389012,0.74146563,0.90983111,0.67800438,1.151051,1.134814
0,0.80385083,0.60892558,0.72482872,1.111253,0.98480141,0.94974452,0.9817425,0.6965571
0,1.521111,0.56571561,1.449937,0.77510858,1.019731,0.87454712,1.295145,1.1868351
0,1.197744,0.68403047,1.546006,0.4502309,1.007305,0.87456679,0.84784228,0.81951618
0,0.84234822,0.59984368,1.307596,0.72308618,1.053267,0.81361639,0.91306561,0.78531408
0,1.959756,0.62787122,0.64927018,0.89388973,0.78473538,0.80712909,1.009371,0.84633142
0,1.1098911,0.61544818,0.8687517,0.78952551,0.95848852,0.77240062,0.8300193,0.69963861
0,0.83118463,0.69684362,0.94103789,1.228199,1.063746,0.81058151,1.1842819,1.003234
0,,0.62651461,1.0194041,0.79638982,0.82371271,0.7419771,0.99505299,0.81069672
0,0.94052678,0.58774471,0.67593318,0.60890079,0.80104011,0.68012398,0.83474112,0.77612919
0,1.414214,0.7852571,0.88908798,0.84393018,0.89562267,0.8437776,0.9557212,0.99509102
0,1.367592,0.61713141,1.19875,0.68525511,1.041703,1.023855,1.15618,0.86637533
0,1.140637,0.69249392,0.79960859,0.6262663,0.75755459,0.88765538,0.7697925,0.77353519
0,1.294489,0.69445682,1.447749,0.62060279,1.318005,0.90730977,0.96518552,0.66310501
0,0.66498673,0.61362177,0.82092607,1.035048,1.159897,0.73297238,0.9900952,0.89606649
0,0.56020552,0.61308372,1.02083,1.267423,0.81611592,0.96300793,0.83150369,0.65109628
0,0.54050863,0.5752992,1.343081,0.77790523,1.0872951,0.95193589,1.020699,0.89285821
0,0.50385469,0.61580151,0.70691752,0.51958972,0.87518138,0.82265258,0.98487872,0.85566068
0,0.62124193,0.6057595,0.96881258,0.73662251,0.98633778,0.84576249,0.99155807,0.7107302
0,0.67469978,0.60119587,0.89479208,0.6498962,1.156649,1.081917,1.006403,0.83223891
0,0.52774727,1.38612,0.58776218,0.49279439,1.070915,0.9223094,0.85751772,1.1623991
0,1.116245,1.588896,1.2574511,0.63255203,0.96497178,1.168651,0.97984183,0.7775588
0,0.39979479,,1.305269,0.56522763,0.95697188,0.76833868,0.84658909,0.69455218
0,0.86410952,0.68221009,0.53153747,0,0.74650198,0.68637508,0.8474369,0.70207322
0,0.70054388,1.1725301,1.100655,0.89678538,0.89084709,0.71618313,1.3137079,1.289149
0,0.76144743,0.68561232,1.205634,0.67259318,0.93076742,0.6364516,0.86721933,0.79331011
0,0.95164752,0.77756763,0.94594532,0.62786692,0.84967607,0.6817193,1.005226,0.81788409
0,0.74697047,1.03904,1.000754,0.6636005,1.27097,0.81476182,1.25729,1.182061
0,0.8965984,0.78001779,1.350516,0.67461598,1.0326591,0.68184787,0.98243362,0.80906588
0,0.93126392,0.76232451,1.2448649,0.56801361,0.97783178,0.74308163,1.0894949,1.095328
0,0.87178433,0.5090844,1.735867,1.504971,1.000759,0.94167548,1.839872,2.15453
0,0.86290139,0.67585772,0.76191419,0.71253389,0.9811992,0.7339409,1.105165,0.97203422
0,1.198518,0.78213918,0.91279483,0.87668329,1.19944,0.96017259,0.91046578,0.90405083
0,0.71755499,0.62083632,0.95919728,1.378831,0.82318068,0.75966972,1.13167,0.95986122
0,1.443391,0.75878072,1.287922,0.58935672,1.1773781,0.89308798,1.005886,1.0302221
0,0.96467727,0.57583332,0.96522641,0.56754291,0.97437382,0.73496008,0.98389322,0.73174208
0,0.68164063,0.6146273,0.70534408,0.88444161,0.86454058,0.70989251,0.8287155,0.67299539
0,0.83743942,0.61419803,0.83858132,0.70558339,0.832533,0.84449887,0.8111788,0.80201501
0,0.89400399,0.84087461,0.60742128,0.5396049,0.71663117,0.76984072,0.95549351,0.73868948
0,0.84342462,0.69900262,0.42906249,0.6018725,1.068622,0.93535572,0.84948587,0.65804547
0,0.69613218,0.84298962,0.74785441,0.7073155,0.92728591,0.90858179,1.1536731,0.93820882
0,1.036196,0.76842427,0.65526211,0.56457901,1.026126,0.76254869,0.7904864,0.83543283
0,0.53096759,0.80761647,1.164521,0.6914832,0.85574198,0.76426959,0.77755213,0.71465629
0,0.78082621,0.65718073,1.153661,0.9214102,0.94913697,0.80065018,0.98618108,0.84644711
0,0.69277638,0.74065608,0.99334002,0.72882289,0.86616588,0.71857548,0.87194401,0.75928068
0,0.60438472,0.70348167,0.69783598,0.68226969,0.89164883,0.79067779,0.91837668,0.83325392
0,0.65545458,0.85664999,0.67309058,0.7818498,1.0153019,0.93218511,1.364809,1.018667
0,0.65076631,0.59733391,0.7349503,0.70326442,0.86363047,0.74937832,0.75175041,0.72143883
0,0.7108956,1.032362,0.96266693,0.93412739,0.93251121,0.6759581,0.84439981,0.86926317
0,0.71490461,0.5053544,0.76360989,0.80731767,0.88855797,0.8265366,1.176278,1.1808
0,0.75115269,0.71486747,1.559785,0.9851802,0.81720018,0.62859702,0.76432288,0.83907908
0,0.82134622,0.71844268,1.143152,0.65694797,1.123945,1.042128,0.95733041,0.92775333
0,0.87100643,0.52571988,1.044695,0.52435929,1.213413,0.95870042,1.026137,0.85157949
0,0.71955162,0.2828427,1.044251,0.8431266,1.003222,0.89385289,1.053895,0.81450742
0,0.37618989,0.69459498,,0.2366935,1.311957,0.90901989,1.566895,0.90579432
0,0.45649129,0.87386292,1.38386,0.70543897,0.96257949,0.74371612,0.98315263,0.7128675
0,1.040903,0.93508071,0.98817867,0.76697391,1.105015,1.007233,0.93218738,0.95752662
0,0.97742927,1.090193,1.255915,0.6648773,1.140538,1.000597,1.053571,0.83124739
0,0.92074877,0.58407599,1.71015,0.72501749,0.88599908,0.89065522,1.110844,0.79016447
0,0.60085648,0.6705187,1.149915,0.65507603,1.058664,0.79828578,1.1157759,0.76675308
0,0.46141011,0.82774448,1.498558,0.64190942,1.666833,1.000715,1.081453,1.026592
0,0.86059701,0.67874378,1.280223,0.92545438,1.177452,0.95543247,1.27578,1.136274
0,0.64383632,0.77988291,0.79168361,0.4617157,1.1634279,0.78805429,0.89130878,0.73530477
0,0.50173682,0.86098242,1.157225,0.95369989,0.98443592,0.79072732,1.349699,1.111914
0,0.50756848,0.52093112,0.90026373,0.74412811,0.93754119,0.77654308,0.94765002,0.66537118
0,0.4925026,0.63567412,0.45952529,0.67701262,0.91475439,0.75916559,0.88364393,0.76371193
0,1.0362509,0.66518849,1.094214,0.69844311,0.82011878,0.80269313,0.87423211,0.6610567
0,1.218544,0.68802792,1.3287849,0.6332376,0.9312396,0.88319403,1.1417021,0.75342453
0,0.37267959,,1.191842,0.87157989,0.90542948,0.70027268,0.86010033,0.70482868
0,0.96457601,0.84823149,0.59307861,0.59010839,0.74616742,0.79073513,0.8003028,0.88994592
0,0.76012719,0.82192862,0.94035888,0.74851882,0.90650219,0.80942911,0.93502361,0.85807753
0,0.82526392,0.68390203,1.099242,0.4432407,0.93204951,0.74100161,0.91609508,0.91828781
0,0.64071888,0.625718,1.3949929,0.85672468,0.85401481,0.76453722,0.80498981,0.86927933
0,0.6107592,0.98220038,1.042982,0.43919709,0.79103237,0.70167392,0.7722016,0.679133
0,0.82116532,0.86127281,0.9424904,0.64795738,1.274706,0.99704081,0.98386931,0.93660671
0,0.52171952,0.51636517,1.250227,0.68507302,0.79753739,0.73071259,0.94262022,0.77208579
0,1.132118,0.55209452,0.86565828,0.63545477,0.96673548,0.77133632,0.91751969,0.86086768
0,0.97863573,0.77935553,1.676739,0.570903,0.89801967,0.69522721,0.87370503,0.6322909
0,0.69725448,0.68149942,0.78993279,0.72455001,1.1310101,0.92848462,1.476097,0.99207288
0,0.77936721,0.55913049,0.67583859,1.115165,1.0937769,0.80827022,1.296934,0.9416914
0,1.198534,0.81708688,1.38728,0.59542722,0.8574807,0.75905889,0.94051921,0.86107957
0,1.285846,0.76436448,0.76411468,0.61035317,0.8210057,0.80734801,0.83274508,0.73549461
0,0.4758243,0.59996939,0.98732072,1.1526771,0.88599938,0.8096987,1.153749,0.82890671
0,0.5162645,0.60874301,1.334443,1.179732,1.0011621,0.88085938,0.9131189,1.0781029
0,0.50196058,0.92809057,0.74554849,0.79093331,0.91379929,0.94728082,0.88574189,0.75238109
0,,0.68569362,1.278981,0.70328629,1.027899,0.74123383,1.056883,0.90330958
0,0.69884533,0.62359542,0.72180867,0.65616047,1.109285,0.78089041,0.91419017,0.84264338
0,0.57872391,0.41995761,0.82554251,0.62032002,0.90958941,0.78047007,0.78022462,0.76783007
0,0.68371677,0.63068748,0.83159113,0.63700652,1.250199,0.98318851,1.384921,1.374133
0,0.70119369,0.98284078,1.18181,1.479,1.235371,0.96575439,0.92094302,0.7211445
0,0.79637712,0.79385108,0.587937,0.66386622,0.74325073,0.73329753,0.98026001,0.72151172
0,0.88917089,0.52994901,0.80241472,0.75891519,0.91552621,0.75730228,0.81228018,0.94626021
0,0.95911831,0.85967261,1.404466,0.50242227,0.92712522,0.74663812,0.9174279,0.84529811
0,0.93494773,0.76820463,0.91813272,0.6815753,0.82621717,0.71949238,0.89720351,0.84562081
0,0.73974007,0.69656408,1.294944,0.68120623,0.95986569,0.83789247,0.92372233,0.79224038
0,0.4685905,0.59678102,0.73216879,0.65691149,0.82215118,0.685803,1.0010411,0.67012131
0,0.7990213,0.46867621,1.976218,0.74550879,0.88834763,0.91526258,1.147828,1.200732
0,0.91427481,0.72667199,1.526414,0.61576468,0.8142789,0.82967991,0.87850291,0.83028668
0,1.224359,0.83093989,1.129372,0.5041526,0.91326982,0.84978741,0.80781329,0.63337499
0,1.322974,0.69614702,1.127757,0.74288929,0.85052818,0.75708932,0.81258899,0.74553889
0,0.70724612,1.069963,0.85451478,0.43973359,1.031799,0.94474912,0.96626532,0.76853287
0,0.51620638,0.62680161,0.50805843,0.73434108,0.99432361,1.0116661,0.9147135,1.059122
0,0.73993373,0.7539981,1.167311,0.67427951,0.8016842,0.65731508,0.94756043,0.67126107
0,0.89569879,0.83750302,0.6899817,1.235891,1.346397,1.199208,1.166386,0.94016331
0,1.309231,0.7915923,1.051105,0.72145009,0.90276539,0.82948297,0.98041499,0.74332142
0,0.85946918,0.78626162,0.85093617,0.46466601,0.92661649,0.73287553,0.8264451,0.65701121
0,1.070394,0.62497163,0.76616472,0.7736398,0.76400262,0.65332413,0.92310888,0.76827329
0,0.77340913,0.81583339,0.96110088,0.82931447,0.8049432,0.82709533,0.7297864,0.7040289
0,0.52748489,0.77692878,0.96306008,0.50669229,1.196736,0.88959748,0.96231782,0.8142848
0,0.90595752,0.64085323,1.592895,0.55646187,1.2554899,1.120149,1.17811,0.91338569
0,1.290395,1.0416451,0.70029467,0.5836975,0.91165417,0.75691003,0.77168339,0.81424081
0,0.77823311,0.7401098,0.97372317,0.6184271,1.096599,0.78502721,1.515805,1.311703
0,0.46935219,0.52503139,1.310411,1.154549,0.8604641,0.70258057,0.70051259,0.81111318
0,0.4348833,0.52513528,0.84049618,0.75871819,0.94410318,0.90111017,0.7718147,0.94513053
0,0.60353041,0.61671108,1.327973,0.65390497,1.01747,0.67248642,0.8842268,0.74647272
0,0.67249548,0.7069394,1.268801,0.77223581,0.8684594,0.83958918,1.146449,1.111789
0,0.45627591,0.84902298,0.55789578,0.88191712,0.91108292,0.67581171,0.79504973,0.64391363
0,0.74762303,0.59784007,1.3845789,0.49611881,0.92447889,0.73666751,0.87761211,0.71532059
0,0.48756871,0.75697082,1.153669,0.69017333,1.023662,0.80598003,0.99872923,0.82837862
0,0.3769275,,1.404864,0.55298328,0.90385938,0.71203512,0.98902529,0.60579681
0,0.88480967,1.014221,1.087335,0.70952958,0.95118988,0.83102119,1.057125,0.81708622
0,0.6233021,0.56075948,1.042419,0.67642492,0.89327651,0.69040978,0.77279592,0.70039332
0,0.63388538,0.71614683,1.5701489,0.73982573,1.049812,0.70387793,1.015581,0.85317057
0,0.70418388,0.60526073,1,0.33918881,0.96495879,0.72536772,0.88967419,0.65573031
0,0.53219718,0.60007727,1.155515,0.92855108,1.1695991,0.9572469,1.021698,1.079839
0,0.69617248,0.56669772,1.577354,0.60547721,0.90259671,0.73141658,0.91882658,0.71141148
0,1.01601,0.73464477,0.99601787,0.87129033,1.6533591,1.345987,1.4078161,1.463184
0,1.185141,1.038455,0.94997698,0.52748853,1.058888,0.84231281,0.7775653,0.70785302
0,0.49907759,0.49535069,1.20136,1.09565,1.280138,1.022941,1.184496,0.91190583
0,0.55058372,0.62953162,0.8561213,0.58218813,0.92069381,0.71521097,0.83638328,0.82077843
0,0.81345761,0.7904433,0.97113878,0.57760131,1.06142,0.88818252,0.87170821,0.80872637
0,1.296331,0.91294128,1.237246,0.59294212,0.98789519,0.89151359,0.8951295,0.71722621
0,1.028586,0.6946733,0.34792569,0.50907522,1.0952899,0.92239952,0.81711012,0.76386333
0,0.73973781,1.283216,0.88822418,0.52891362,1.259882,1.007476,1.440812,1.207504
0,0.72289473,0.78298551,0.87342381,0.54694808,0.9676103,0.75296652,0.92643791,0.72947198
0,0.78200531,0.59135067,0.75985593,0.82923979,0.89032859,0.73874938,0.87560922,0.8074795
0,1.490712,0.90655458,0.60054749,0.47851309,0.96120501,0.94118053,0.93085831,0.70305097
0,0.73253822,0.81718892,0.66827363,0.56507838,0.92692792,0.84064049,0.90245461,0.73017019
0,0.65578151,0.72505611,0.84458083,0.80032241,0.86888307,0.76021129,0.93879342,0.87061042
0,0.75614917,0.68061119,0.79810822,0.69292372,0.92397082,0.71251541,0.92659241,0.82563323
0,0.64947242,0.65263247,0.83297682,0.66304672,0.86912543,0.83827043,0.90269732,0.8047964
0,0.90308398,0.76833028,1.486769,0.55640513,0.84869713,0.70287073,0.90041029,0.80767041
0,0.69954783,0.39974859,1.1353689,0.4222495,0.74822009,0.73747808,0.86495483,0.69995463
0,0.76080638,0.70890921,1.378405,0.54445499,0.89549172,0.74620408,0.89625633,0.72021562
0,0.49999899,0.66323727,1.0261919,0.46704319,0.81643701,0.77488953,0.89452279,0.68436921
0,0.70104897,0.67990649,1.047763,0.57427531,0.92399502,0.76842397,0.80994248,0.72923768
0,0.48771891,0.56083089,0.64701438,0.60708928,0.8062256,0.71232462,0.77493542,0.76600462
0,1.1094151,0.66957217,0.94767362,0.63095248,1.233775,0.76852328,0.89093739,0.83086509
0,,0.57505661,0.94602668,0.67519611,1.0776221,0.81972587,0.83099562,0.84816062
0,0.78198773,0.4371039,1.078548,0.42589581,1.026003,0.72026902,0.967749,0.65500349
0,0.70153129,0.64338452,0.7604937,0.60316771,1.047902,0.84565288,1.040627,0.88487399
0,0.5058524,0.60599339,1.732051,0.377581,0.91101241,0.68585718,0.83278102,0.72059262
0,0.46551961,0.80231369,0.56299108,0.45478439,1.030313,0.8339572,0.93384397,0.71448612
0,1.115512,0.59714037,0.69907898,1.502798,1.227914,1.0777839,1.411091,1.5447429
0,1.332538,0.8235622,1.054857,0.66526783,0.86264509,0.93719208,0.91893071,0.8706826
0,0.96840668,0.74389708,1.310444,0.56804979,0.90817612,0.86212963,0.91220278,0.66152519
0,0.52182668,0.67523342,1.606179,1.078231,1.279886,0.92583632,1.4453959,1.440581
0,0.75573301,0.72198617,1.055249,1.219896,1.021845,0.74828237,1.123687,0.96171838
0,0.86933601,0.73699248,0.75851011,0.74415392,0.7819348,0.71540618,0.91301548,0.78111708
0,0.79856128,0.56976861,1.4753931,0.60006207,0.85293561,0.70071858,0.93006498,0.72630543
0,0.94592547,0.75764757,0.49825951,0.44758141,1.054166,0.773642,1.174844,0.79943222
0,1.07584,0.71534842,1.14364,0.63111639,0.8718726,0.75218648,0.95922101,0.80336529
0,0.7307483,0.71638161,0.93342942,0.81008059,0.99629462,1.049487,1.187278,0.92506939
0,1.2697231,0.65469211,0.44819859,0.78567427,0.90900338,0.81834698,0.82666022,0.84249038
0,1.804617,0.4820554,0.61932802,0.39411539,1.06276,0.77922392,0.99624479,0.73129898
0,1.200405,0.62894487,0.92082322,0.73826373,1.02288,0.81235278,1.080613,0.89665091
0,0.79538602,0.6808486,0.89216298,0.97377342,1.130441,0.87276262,1.172487,0.87378728
0,0.72310847,0.897057,0.92401379,0.6038149,0.92723548,0.7075125,1.0146739,0.91889483
0,0.62038481,0.59695798,0.51487809,0.71066439,1.143859,0.91187853,1.022895,1.0394289
0,0.43301269,0.71182913,0.73848778,,,0.70710683,0.47140449,
0,1.112198,0.76104349,0.62944257,0.76080632,1.04079,0.83529067,1.136215,0.8243736
0,1.492946,0.51282632,0.46300629,0,0.97187167,0.6801002,0.90190673,0.74784809
0,0.89748991,0.70520532,0.76759428,0.83883369,0.89633977,0.86384058,0.85356528,0.81274623
0,0.87760288,1.053216,1.742939,0.6442911,1.086149,1.092381,1.2404931,1.059742
0,0.68938011,0.65915817,0.91717201,0.62394941,0.91490299,1.011259,0.95939219,1.4137059
0,0.62086183,0.76841581,0.54719692,0.66168839,1.068468,0.68557441,0.95333582,0.86848313
0,0.92872077,0.68464279,0.69791931,0.46286011,1.147516,0.85583442,1.067554,0.87038398
0,0.68830907,0.69001561,1.154505,0.62840039,1.071815,0.86508769,0.90083772,0.81462622
0,0.59130299,0.82744849,0.36250001,0.44077241,0.89204252,0.66821247,0.80675858,0.83512038
0,0.78668928,0.73568928,0.52220821,0.70402122,0.79469132,0.74243617,0.81692392,0.68665808
0,0.72051328,0.62283689,0.81655651,0.57425469,0.9316749,0.74884528,0.92809498,0.80626458
0,0.5015533,1.25493,1.037756,0.65787262,1.1618609,1.040453,1.217216,1.126783
0,0.7446332,0.61088133,1.8455909,0.63922918,0.97373128,0.76075733,0.90722758,0.72149521
0,0.75412267,0.82165867,0.57972932,0.65722293,1.055662,0.68453193,0.78052932,0.64336127
0,0.72014248,0.9217546,0.70645303,0.55952477,0.89672911,0.72588003,0.88294291,0.71096838
0,0.51295441,0.46448189,,0.30715111,1.1117131,0.74317712,0.8905856,0.6668334
0,0.60956049,1.104816,0.34730539,0.38521221,0.96733218,0.67369121,0.9808659,0.80317438
0,0.53918701,1.110635,,0.29219729,1.416256,0.71096689,1.025221,0.77473432
0,0.96967143,0.75153202,0.68956637,0.51813239,0.87319928,0.85570198,0.96846861,0.99478757
