"","ST_CASE","STATE","VEH_NO.x","HIT_RUN","BODY_TYP","GVWR","V_CONFIG","TRAV_SP","DEFORMED","M_HARM","DR_DRINK","DR_ZIP","PREV_ACC","PREV_SUS","PREV_DWI","PREV_SPD","PREV_OTH","LAST_YR","PEDS","PERSONS","COUNTY","CITY","DAY_WEEK","MONTH","DAY","YEAR","HOUR","MINUTE","HARM_EV","MAN_COLL","REL_ROAD","LGT_COND","WEATHER","DRUNK_DR","FATALS","LATITUDE","LONGITUD","VEH_NO.y","PER_NO","AGE","SEX","PER_TYP","INJ_SEV","SEAT_POS","REST_USE","AIR_BAG","DRINKING","DRUGS","HOSPITAL","DOA","LAG_HRS","LAG_MINS","LOCATION","ttd_mins"
"3154",122436,12,1,0,14,0,0,45,6,1,0,33319,0,2,0,0,1,2009,0,3,99,0,7,12,6,2008,16,35,1,0,1,1,1,0,2,26.5319,-80.1201,0,1,50,1,5,4,0,0,0,8,8,1,0,2,30,3,151
"3155",122438,12,1,0,4,0,0,40,6,8,0,33634,0,0,0,0,0,0,1,5,95,0,7,11,8,2008,19,25,8,0,1,2,1,0,1,28.5684,-81.2613,0,1,56,1,5,4,0,0,0,1,0,1,0,139,40,1,8381
"3156",122438,12,1,0,4,0,0,40,6,8,0,33634,0,0,0,0,0,0,1,5,95,0,7,11,8,2008,19,25,8,0,1,2,1,0,1,28.5684,-81.2613,0,1,67,1,5,4,0,0,0,1,0,1,0,0,54,1,55
"3157",122439,12,1,0,31,0,0,35,4,8,0,32606,0,0,0,0,0,0,0,2,99,290,1,11,9,2008,17,11,24,0,2,1,1,0,1,26.351,-80.1181,0,1,62,1,5,4,0,0,0,8,8,0,7,0,57,13,58
"3158",122440,12,1,0,80,0,0,99,6,33,0,32751,1,0,0,0,2,2006,1,2,103,2680,1,8,2,2009,16,8,9,0,1,1,1,0,1,27.9923,-82.698,0,1,39,1,6,4,0,0,0,0,8,1,0,659,41,4,39582
"3159",122441,12,1,2,99,0,0,99,4,8,0,99999,99,99,99,99,99,9999,1,2,103,2730,3,10,20,2009,13,38,9,0,2,1,1,0,1,27.7808,-82.6795,0,1,46,1,5,4,0,0,0,1,0,0,7,0,5,11,6
"3160",122441,12,1,2,99,0,0,99,4,8,0,99999,99,99,99,99,99,9999,1,2,103,2730,3,10,20,2009,13,38,9,0,2,1,1,0,1,27.7808,-82.6795,0,1,50,1,6,4,0,0,0,0,0,1,0,0,31,15,32
"3161",122442,12,1,0,2,0,0,45,6,27,1,32789,0,0,0,0,0,0,0,5,53,0,5,12,6,2007,20,50,12,5,1,2,1,0,1,28.49194444,-82.46126667,0,1,40,1,5,4,0,0,0,1,8,1,0,59,33,12,3574
"3162",122443,12,1,0,4,0,0,30,6,8,0,34203,0,0,0,0,0,0,1,2,103,2730,6,12,4,2009,20,29,8,0,1,3,2,0,1,27.7685,-82.6795,0,1,53,1,5,4,0,0,0,1,8,1,0,2,46,11,167
"3163",122444,12,2,0,4,0,0,45,6,12,0,32807,0,0,0,0,0,0,0,2,71,457,6,12,11,2009,16,6,42,0,4,1,1,1,1,26.5628,-81.9412,0,1,75,2,5,4,0,0,0,0,8,1,0,6,33,18,394
"3164",122445,12,1,0,80,0,0,75,6,1,1,33928,0,0,0,1,0,2007,1,2,99,330,4,12,16,2009,18,11,8,0,1,1,1,0,1,26.5289,-80.0636,0,1,71,2,5,4,0,0,0,0,8,1,0,0,35,2,36
"3165",122445,12,1,0,80,0,0,75,6,1,1,33928,0,0,0,1,0,2007,1,2,99,330,4,12,16,2009,18,11,8,0,1,1,1,0,1,26.5289,-80.0636,0,1,75,1,5,4,0,0,0,1,0,1,0,0,57,13,58
"3166",122446,12,1,0,4,0,0,80,6,2,0,33177,0,0,0,0,0,0,0,2,86,0,6,12,18,2009,15,42,12,5,1,1,1,0,1,25.7433,-80.4242,0,1,56,1,5,4,0,0,0,1,0,0,7,0,11,11,12
"3167",122447,12,1,0,31,0,0,55,6,12,0,32776,0,0,0,0,0,0,1,2,95,2360,7,12,8,2007,15,14,8,0,1,1,1,0,1,28.51636667,-81.43301389,0,1,2,1,5,4,0,0,0,0,8,1,0,0,38,13,39
"3168",122449,12,1,0,30,0,0,80,6,1,0,28310,0,0,0,0,0,0,0,5,35,2439,4,11,26,2008,23,20,12,3,1,2,1,0,1,29.5991,-81.2479,0,1,78,1,5,4,0,0,0,0,0,1,0,0,58,2,59
"3169",122450,12,1,0,2,0,0,40,6,15,1,32780,1,1,0,0,1,2009,1,2,9,2424,4,11,26,2008,18,43,8,0,1,2,1,0,1,28.0341,-80.6559,0,1,78,1,5,4,0,0,0,0,0,0,7,0,2,11,3
"3170",122450,12,1,0,2,0,0,40,6,15,1,32780,1,1,0,0,1,2009,1,2,9,2424,4,11,26,2008,18,43,8,0,1,2,1,0,1,28.0341,-80.6559,0,1,32,1,8,4,0,0,0,8,8,0,7,0,0,4,1
"3171",122453,12,1,0,14,0,0,40,4,8,0,10504,0,0,0,0,0,0,0,3,11,0,2,12,21,2009,21,28,12,99,1,2,1,0,1,26.1289,-80.1783,0,1,56,1,5,4,0,0,0,8,8,1,0,0,39,13,40
"3172",122454,12,1,0,30,0,0,80,6,12,0,36067,1,0,0,1,0,2007,0,2,39,0,1,11,30,2008,6,17,12,5,1,2,2,0,1,30.5872,-84.7157,0,1,76,1,5,4,0,0,0,0,0,1,0,185,57,11,11158
"3173",122459,12,1,0,31,0,0,999,6,12,0,30720,98,0,0,0,1,2009,1,8,11,1050,1,12,20,2009,5,19,12,1,1,3,1,0,1,26.1213,-80.1862,0,1,52,1,5,4,0,0,0,0,8,1,0,363,50,11,21831
"3174",122461,12,1,0,66,3,6,999,4,8,0,33881,0,0,0,1,0,2008,1,2,105,0,1,12,20,2009,3,14,8,0,1,3,1,0,1,28.0258,-81.7761,0,1,26,1,5,4,0,0,0,8,8,1,0,423,20,1,25401
"3175",122463,12,1,0,4,0,0,70,6,1,1,34668,0,0,0,0,0,0,1,3,85,0,6,12,5,2008,21,15,8,0,1,3,1,0,1,27.1515,-80.2182,0,1,44,1,5,4,0,0,0,1,1,9,9,0,27,11,28
"3176",122464,12,1,0,30,0,0,75,6,1,0,34951,0,0,0,1,1,2005,1,3,97,0,7,12,6,2008,17,25,8,0,1,3,1,0,1,28.3102,-81.4657,0,1,45,1,5,4,0,0,0,1,0,1,0,2,51,11,172
"3177",122467,12,1,0,31,0,0,40,6,15,0,33756,0,0,0,0,0,0,0,1,127,2375,1,12,7,2008,13,50,42,0,5,1,1,0,1,29.2731,-81.0397,0,1,84,1,8,4,0,0,0,8,8,0,7,0,11,12,12
"3178",122469,12,2,0,9,0,0,50,4,9,0,34108,0,0,0,2,1,2005,0,3,1,0,1,12,7,2008,13,35,1,0,3,1,1,1,1,29.5095,-82.272,0,1,37,2,6,4,0,0,0,0,1,0,7,0,0,12,1
"3179",122480,12,1,0,20,0,0,30,4,8,0,33054,0,0,0,0,0,0,1,4,86,670,5,7,19,2007,9,39,8,0,1,1,1,0,1,25.76455278,-80.25957222,0,1,79,1,5,4,0,0,0,8,8,1,0,40,10,12,2411
"3180",122487,12,1,0,6,0,0,99,6,8,0,33823,0,0,0,0,0,0,1,2,105,120,5,11,6,2008,20,32,8,0,1,3,1,0,1,28.0577,-81.8135,0,1,62,1,5,4,0,0,0,8,8,1,0,0,43,2,44
"3181",122487,12,1,0,6,0,0,99,6,8,0,33823,0,0,0,0,0,0,1,2,105,120,5,11,6,2008,20,32,8,0,1,3,1,0,1,28.0577,-81.8135,0,1,44,1,5,4,0,0,0,1,0,1,0,5,25,13,326
"3182",122491,12,1,0,14,0,0,99,4,9,0,33317,0,0,0,0,0,0,1,3,11,2876,1,11,16,2008,5,10,9,0,1,2,1,0,1,26.0621,-80.3858,0,1,16,1,6,4,0,0,0,8,8,0,7,0,5,12,6
"3183",122493,12,1,2,99,0,0,99,4,8,0,99999,99,99,99,99,99,9999,0,1,39,0,5,11,27,2008,7,49,32,0,4,1,1,1,1,30.6062,-84.6515,0,1,54,1,5,4,0,0,0,1,0,0,7,0,8,13,9
"3184",122494,12,3,0,80,0,0,99,6,54,0,33321,0,0,0,0,0,0,0,3,11,1927,2,12,24,2007,18,21,12,1,1,5,1,0,1,26.23333333,-80.295925,0,1,25,1,5,4,0,0,0,8,8,1,0,6,52,12,413
"3185",122496,12,1,0,14,0,0,40,4,8,0,32244,0,6,0,0,0,2008,1,3,31,1510,3,12,2,2008,18,28,8,0,1,3,1,0,1,30.2477,-81.8109,0,1,48,1,5,4,0,0,0,1,0,1,0,0,33,12,34
"3186",122497,12,1,0,4,0,0,99,4,8,0,33406,0,0,0,0,0,0,1,2,99,0,6,12,5,2008,2,14,8,0,1,3,1,0,1,26.6354,-80.1128,0,1,37,2,5,4,0,0,0,1,0,1,0,2,42,12,163
"3187",122501,12,1,0,2,0,0,35,6,8,0,33761,0,0,0,0,0,0,1,2,103,0,4,12,10,2008,20,12,8,0,1,2,1,0,1,28.0181,-82.741,0,1,69,2,5,4,0,0,0,0,0,1,0,0,50,11,51
"3188",122505,12,1,0,80,0,0,45,6,1,0,34287,0,0,0,0,0,0,0,2,115,0,6,12,12,2008,13,12,12,5,1,1,1,0,1,27.2696,-82.4492,0,1,55,1,5,4,0,0,0,1,1,0,7,0,4,2,5
"3189",122508,12,1,0,4,0,0,70,6,13,0,32428,0,0,0,0,0,0,0,3,53,0,6,12,21,2007,7,25,13,6,1,1,1,0,1,28.53339167,-82.23718889,0,1,42,2,6,4,0,0,0,0,0,0,7,0,27,11,28
"3190",122510,12,1,0,80,0,0,97,6,8,0,33180,1,1,0,2,1,2007,0,3,115,0,7,12,13,2008,1,40,42,0,4,3,1,1,1,27.3379,-82.4466,0,1,19,1,5,4,0,0,0,8,8,0,7,0,5,12,6
"3191",122511,12,2,0,31,0,0,55,6,12,0,33523,0,0,0,1,0,2006,0,3,101,0,7,12,13,2008,6,30,12,2,1,2,1,1,1,28.4072,-82.225,0,1,25,1,5,4,0,0,0,8,8,0,7,0,2,4,3
"3192",122516,12,1,0,31,0,0,60,6,1,1,32060,0,0,0,0,1,2007,0,1,121,0,7,12,29,2007,23,45,1,0,2,2,5,1,1,30.27232778,-82.93103611,0,1,48,1,6,4,0,0,0,0,1,1,0,0,36,11,37
"3193",122525,12,1,0,4,0,0,40,4,8,1,33462,0,0,0,2,1,2007,1,2,99,1190,1,9,23,2007,0,37,8,0,1,2,1,2,1,26.63126944,-80.12694444,0,1,41,1,5,4,0,0,0,1,8,0,7,0,11,2,12
"3194",122527,12,1,0,4,0,0,38,4,9,0,34240,0,0,0,0,0,0,1,2,115,2780,7,9,29,2007,15,15,9,0,1,1,1,0,1,27.33894444,-82.53593611,0,1,35,1,6,4,0,0,0,8,8,1,0,50,50,2,3051
"3195",122527,12,1,0,4,0,0,38,4,9,0,34240,0,0,0,0,0,0,1,2,115,2780,7,9,29,2007,15,15,9,0,1,1,1,0,1,27.33894444,-82.53593611,0,1,51,1,5,4,0,0,0,1,0,0,7,0,16,12,17
"3196",122528,12,2,0,4,0,0,35,6,42,0,34985,0,0,0,1,0,2007,1,2,86,0,1,9,30,2007,21,34,9,0,1,2,1,0,1,25.94069167,-80.28583056,0,1,47,1,6,4,0,0,0,8,8,1,0,0,46,11,47
"3197",122531,12,1,0,4,0,0,99,4,9,0,33486,0,0,0,2,2,2006,0,3,71,0,1,12,21,2008,0,10,12,4,1,3,1,1,1,26.6842,-81.799,0,1,26,1,6,4,0,0,0,0,0,0,7,0,9,2,10
"3198",122534,12,1,0,4,0,0,55,4,8,0,33952,0,0,0,0,0,0,1,2,15,0,1,10,21,2007,0,31,8,0,1,2,1,0,1,27.00705833,-82.16273889,0,1,54,1,5,4,0,0,0,8,8,1,0,696,29,2,41790
"3199",122538,12,1,0,31,0,0,5,4,8,0,33826,0,0,0,0,0,0,1,4,55,130,5,12,25,2008,16,50,8,0,1,1,1,0,1,27.617,-81.5123,0,1,1,1,5,4,0,0,0,0,8,0,7,0,12,11,13
"3200",122541,12,1,0,4,0,0,99,6,12,0,33755,0,0,0,0,0,0,0,5,103,570,1,12,2,2007,9,55,12,2,1,1,1,0,1,27.968025,-82.763175,0,1,56,1,8,4,0,0,0,0,0,1,0,2,28,11,149
"3201",122543,12,2,0,4,0,0,45,4,12,0,33415,0,0,0,0,1,2007,1,2,57,2950,6,12,7,2007,6,48,9,0,1,3,1,2,1,28.03286111,-82.44705833,0,1,45,2,6,4,0,0,0,1,1,1,0,0,42,4,43
"3202",122546,12,1,0,2,0,0,70,6,2,1,33142,0,0,0,0,1,2007,0,1,86,0,1,3,16,2008,4,17,34,0,2,3,1,1,1,25.9285,-80.2122,0,1,50,1,5,4,0,0,0,0,0,1,0,1,2,18,63
"3203",122547,12,1,0,2,0,0,40,4,8,0,33702,0,0,0,0,0,0,1,2,86,2010,2,12,17,2007,15,20,8,0,1,1,1,0,1,25.83557222,-80.18412778,0,1,5,1,5,4,0,0,0,0,8,1,0,24,30,12,1471
"3204",122547,12,1,0,2,0,0,40,4,8,0,33702,0,0,0,0,0,0,1,2,86,2010,2,12,17,2007,15,20,8,0,1,1,1,0,1,25.83557222,-80.18412778,0,1,51,2,5,4,0,0,0,1,8,1,0,3,21,12,202
"3205",122549,12,2,0,14,0,0,45,4,12,0,34695,1,1,0,1,0,2007,0,2,103,570,5,12,20,2007,2,33,12,1,1,3,1,0,1,27.97206111,-82.72991667,0,1,42,1,5,4,0,0,0,8,8,0,7,0,5,11,6
"3206",122557,12,1,0,31,0,0,35,6,9,0,33410,0,0,0,0,0,0,1,4,99,1720,2,12,31,2007,22,5,9,0,1,3,1,0,1,26.808025,-80.07608056,0,1,44,1,6,4,0,0,0,0,1,1,0,0,50,3,51
"3207",122559,12,2,0,52,3,21,0,6,12,0,32809,0,0,0,0,0,0,1,2,101,0,3,11,20,2007,18,40,9,0,1,3,1,1,1,28.35336111,-82.64966667,0,1,42,1,6,4,0,0,0,1,8,0,7,0,7,11,8
"3208",122564,12,2,0,4,0,0,0,6,12,0,33332,0,0,0,0,1,2006,1,4,11,0,4,12,17,2008,23,38,8,0,1,3,1,0,1,26.0355,-80.2087,0,1,46,1,5,4,0,0,0,1,0,1,0,0,40,11,41
"3209",122567,12,1,0,30,0,0,25,4,8,0,33405,0,0,0,0,0,0,0,2,83,2270,7,12,20,2008,21,40,1,0,1,3,1,1,1,29.1935,-82.1686,0,1,87,2,5,4,0,0,0,8,8,1,0,62,12,1,3733
"3210",122571,12,1,0,4,0,0,45,6,1,0,33967,0,0,0,0,0,0,0,2,71,0,3,12,23,2008,22,18,1,0,3,3,1,0,1,26.464,-81.796,0,1,45,1,5,4,0,0,0,1,0,1,0,0,29,13,30
"3211",122575,12,1,0,31,0,0,40,4,9,0,33592,0,0,0,0,0,0,1,3,57,0,6,12,26,2008,15,10,9,0,1,1,1,0,1,28.0797,-82.2837,0,1,7,1,6,4,0,6,0,0,8,0,7,0,0,11,1
"3212",122577,12,1,0,14,0,0,0,6,2,0,99999,99,99,99,99,99,9999,0,3,86,0,4,9,5,2007,19,52,12,1,1,3,1,0,2,25.82371111,-80.2489,0,1,62,1,6,4,0,0,0,1,8,1,0,0,27,2,28
"3213",122579,12,1,0,30,0,0,45,6,35,1,32531,0,0,0,0,0,0,0,2,91,0,1,12,28,2008,0,49,27,0,2,2,1,1,1,30.7766,-86.6327,0,1,36,2,5,4,0,0,0,1,1,1,0,0,36,12,37
"3214",122584,12,1,0,15,0,0,20,6,12,1,32725,1,2,1,0,0,2005,0,5,127,825,7,9,15,2007,22,18,12,2,1,3,1,1,1,28.92016944,-81.20435556,0,1,41,1,5,4,0,0,0,1,0,0,7,0,8,11,9
"3215",122584,12,1,0,15,0,0,20,6,12,1,32725,1,2,1,0,0,2005,0,5,127,825,7,9,15,2007,22,18,12,2,1,3,1,1,1,28.92016944,-81.20435556,0,2,26,2,5,4,0,0,0,8,8,0,7,0,8,11,9
"3216",122588,12,1,0,4,0,0,45,6,42,0,33027,0,0,0,0,0,0,0,1,11,2083,6,9,12,2008,18,51,42,0,2,1,1,0,1,25.9853,-80.3112,0,1,51,1,5,4,0,0,0,0,0,0,7,0,8,13,9
"3217",122589,12,1,0,30,0,0,99,6,12,0,32024,0,1,0,2,3,2008,0,4,23,0,2,9,15,2008,3,40,12,1,1,3,1,0,1,30.1303,-82.7161,0,1,80,1,5,4,0,0,0,0,0,1,0,16,37,13,998
"3218",122592,12,3,1,4,0,0,0,6,12,0,33141,0,0,0,0,1,2005,1,4,11,0,6,9,26,2008,18,14,12,1,1,5,1,0,1,26.0478,-80.1745,0,1,33,1,6,4,0,0,0,0,8,1,0,0,31,18,32
"3219",122600,12,1,0,14,0,0,40,4,8,0,33125,1,0,0,0,0,2007,1,2,86,0,3,10,2,2007,20,28,8,0,1,3,1,0,1,25.76912778,-80.35076667,0,1,49,2,6,4,0,0,0,0,0,0,7,0,5,15,6
"3220",122600,12,1,0,14,0,0,40,4,8,0,33125,1,0,0,0,0,2007,1,2,86,0,3,10,2,2007,20,28,8,0,1,3,1,0,1,25.76912778,-80.35076667,0,1,84,2,5,4,0,0,0,0,0,0,7,0,0,13,1
"3221",122601,12,1,0,99,0,0,99,6,43,0,33062,0,0,0,0,0,0,2,3,31,1510,3,10,2,2007,22,40,8,0,1,3,1,0,1,30.24452778,-81.78756111,0,2,28,1,5,4,0,0,0,0,1,1,0,0,44,13,45
"3222",122603,12,1,0,4,0,0,35,6,12,0,33404,1,0,0,0,0,2007,0,1,99,0,5,10,4,2007,16,15,12,5,1,3,1,0,1,26.74105,-80.109575,0,1,51,1,5,4,0,0,0,1,0,0,7,0,3,11,4
"3223",122604,12,2,1,14,0,0,45,6,30,0,34209,0,0,0,0,0,0,1,2,57,2950,7,11,15,2008,3,6,8,0,1,3,1,0,1,28.0329,-82.4513,0,1,31,2,5,4,0,0,0,0,0,0,7,0,0,2,1
"3224",122605,12,1,0,30,0,0,45,4,8,0,32826,0,0,0,0,0,0,1,2,127,2580,1,11,16,2008,1,11,8,0,1,3,1,0,1,29.1478,-80.9898,0,1,72,1,5,4,0,0,0,0,0,0,7,0,5,3,6
"3225",122605,12,1,0,30,0,0,45,4,8,0,32826,0,0,0,0,0,0,1,2,127,2580,1,11,16,2008,1,11,8,0,1,3,1,0,1,29.1478,-80.9898,0,1,50,1,5,4,0,0,0,8,8,1,0,3,20,11,201
"3226",122606,12,1,0,2,0,0,40,6,42,1,32706,0,2,0,0,1,2007,0,3,127,0,1,11,23,2008,20,35,42,0,2,3,1,1,2,28.9668,-81.2234,0,1,35,1,5,4,0,0,0,0,8,1,0,22,35,17,1356
"3227",122608,12,1,0,80,0,0,25,4,12,0,33776,0,0,0,0,0,0,1,2,105,1690,7,11,1,2008,6,17,8,0,1,3,1,0,1,28.1138,-81.9466,0,1,64,1,5,4,0,0,0,0,1,1,0,6,53,1,414
"3228",122609,12,1,0,30,0,0,60,6,8,0,33351,0,0,0,0,0,0,1,2,11,771,2,10,8,2007,6,21,8,0,1,2,1,0,1,26.09875,-80.25093611,0,1,57,1,5,4,0,0,0,0,1,0,7,0,19,13,20
"3229",122615,12,1,0,2,0,0,40,6,12,1,32579,0,0,0,0,2,2007,2,4,101,0,6,10,12,2007,20,48,8,0,1,3,1,0,1,28.33933056,-82.64968056,0,1,45,2,5,4,0,0,0,8,8,1,0,41,42,12,2503
"3230",122622,12,1,0,15,0,0,40,4,8,0,33563,0,0,0,0,0,0,1,6,31,1510,2,10,15,2007,13,40,8,0,1,1,1,0,1,30.37195,-81.68695556,0,1,23,1,5,4,0,0,0,0,8,1,0,3,2,2,183
"3231",122622,12,1,0,15,0,0,40,4,8,0,33563,0,0,0,0,0,0,1,6,31,1510,2,10,15,2007,13,40,8,0,1,1,1,0,1,30.37195,-81.68695556,0,1,6,2,5,4,0,0,0,0,0,1,0,560,18,12,33619
"3232",122623,12,3,0,4,0,0,70,6,12,0,33980,0,0,0,0,1,2007,0,4,115,0,4,11,19,2008,5,27,12,8,1,2,1,0,1,27.0842,-82.3339,0,1,82,2,5,4,0,0,0,8,8,0,7,0,8,12,9
"3233",122624,12,1,0,31,0,0,65,4,8,0,32065,0,0,0,0,0,0,0,3,71,457,4,11,19,2008,16,14,5,0,1,1,1,0,1,26.6906,-81.9684,0,1,28,1,5,4,0,0,0,1,1,0,7,0,3,12,4
"3234",122626,12,1,0,31,0,0,37,4,8,0,33166,0,0,0,0,0,0,0,1,117,1137,7,10,20,2007,1,45,1,0,1,2,2,0,1,28.72260556,-81.11493333,0,1,68,1,5,4,0,0,0,0,8,1,0,26,4,12,1565
"3235",122629,12,1,0,65,0,0,35,4,8,0,98273,0,0,0,0,0,0,1,2,87,1580,2,11,24,2008,13,17,8,0,2,1,1,0,1,24.5705,-81.7648,0,1,57,1,5,4,0,0,0,0,8,1,0,45,54,15,2755
"3236",122630,12,1,0,31,0,0,99,6,8,1,33015,0,4,0,0,0,2007,2,3,86,0,2,10,22,2007,3,4,33,0,2,3,1,2,2,25.90080556,-80.38521667,0,2,30,1,5,4,0,0,0,8,8,0,7,0,1,15,2
"3237",122630,12,1,0,31,0,0,99,6,8,1,33015,0,4,0,0,0,2007,2,3,86,0,2,10,22,2007,3,4,33,0,2,3,1,2,2,25.90080556,-80.38521667,0,1,39,1,5,4,0,0,0,1,0,0,7,0,1,15,2
"3238",122631,12,3,0,30,0,0,99,6,12,0,32656,0,0,0,0,0,0,1,3,107,0,4,11,26,2008,8,11,12,1,1,4,5,0,1,29.7471,-81.921,0,1,83,1,5,4,0,0,0,0,8,1,0,25,12,13,1513
"3239",122632,12,1,0,14,0,0,65,6,13,0,32218,0,0,0,0,0,0,0,3,31,1510,3,10,23,2007,8,10,13,5,1,1,1,0,1,30.47046111,-81.66556111,0,1,91,1,5,4,0,0,0,0,8,1,0,218,32,1,13113
"3240",122635,12,1,0,3,0,0,50,6,8,0,33322,0,0,0,0,0,0,2,3,11,771,5,10,25,2007,4,12,8,0,1,2,1,0,2,26.08205556,-80.20360278,0,2,36,2,5,4,0,0,0,8,8,0,7,0,10,12,11
"3241",122635,12,1,0,3,0,0,50,6,8,0,33322,0,0,0,0,0,0,2,3,11,771,5,10,25,2007,4,12,8,0,1,2,1,0,2,26.08205556,-80.20360278,0,1,78,1,5,4,0,0,0,0,8,0,7,0,0,15,1
"3242",122635,12,1,0,3,0,0,50,6,8,0,33322,0,0,0,0,0,0,2,3,11,771,5,10,25,2007,4,12,8,0,1,2,1,0,2,26.08205556,-80.20360278,0,1,20,1,5,4,0,0,0,8,8,0,7,0,10,13,11
"3243",122636,12,1,0,66,3,6,15,4,12,0,32216,1,0,0,0,1,2008,1,2,89,0,5,10,25,2007,7,8,8,0,1,2,1,0,1,30.54310556,-81.778625,0,1,11,2,5,4,0,0,0,0,0,0,7,0,0,13,1
"3244",122639,12,1,2,31,0,0,45,6,8,0,99999,99,99,99,99,99,9999,1,2,93,0,1,12,7,2008,1,7,8,0,1,2,1,0,1,27.2694,-80.8397,0,1,43,1,5,4,0,0,0,1,8,0,7,0,2,11,3
"3245",122640,12,1,0,4,0,0,80,6,1,0,99999,99,99,99,99,99,9999,1,2,1,0,7,10,27,2007,19,5,8,0,1,3,1,0,1,29.68866944,-82.39952778,0,1,13,2,5,4,0,0,0,0,8,1,0,0,38,13,39
"3246",122646,12,1,0,31,0,0,35,4,8,0,33613,0,0,0,0,3,2007,1,3,95,0,3,12,16,2008,21,46,9,0,1,2,1,0,1,28.5988,-81.4174,0,1,50,1,6,4,0,0,0,1,0,1,0,312,22,12,18743
"3247",122646,12,1,0,31,0,0,35,4,8,0,33613,0,0,0,0,3,2007,1,3,95,0,3,12,16,2008,21,46,9,0,1,2,1,0,1,28.5988,-81.4174,0,1,42,1,5,4,0,0,0,1,0,0,7,0,20,13,21
"3248",122648,12,1,0,21,0,0,30,4,8,0,33157,0,0,0,0,0,0,1,2,31,1510,7,12,20,2008,18,32,8,0,1,2,1,0,1,30.2474,-81.7259,0,1,77,1,5,4,0,0,0,0,8,0,7,0,0,12,1
"3249",122649,12,2,2,4,0,0,45,0,8,0,32714,0,0,0,1,1,2007,1,3,95,0,7,12,20,2008,19,50,8,0,1,2,1,0,1,28.6065,-81.4106,0,1,45,1,5,4,0,0,0,1,0,1,0,3,2,2,183
"3250",122649,12,2,2,4,0,0,45,0,8,0,32714,0,0,0,1,1,2007,1,3,95,0,7,12,20,2008,19,50,8,0,1,2,1,0,1,28.6065,-81.4106,0,1,30,1,5,4,0,0,0,1,0,1,0,6,22,12,383
"3251",122650,12,1,0,4,0,0,85,6,12,0,33060,0,0,0,0,1,2006,1,2,86,0,1,12,21,2008,23,31,14,6,2,3,1,1,1,25.9123,-80.2102,0,1,34,1,5,4,0,0,0,0,8,0,7,0,4,15,5
"3252",122652,12,2,0,4,0,0,70,4,12,0,32835,0,1,0,2,0,2008,1,7,57,0,2,12,22,2008,20,10,8,0,1,3,1,0,1,27.9963,-82.3592,0,1,78,1,5,4,0,0,0,0,8,0,7,0,0,12,1
"3253",122654,12,1,0,80,0,0,45,6,12,0,32084,0,0,1,3,0,2008,1,3,103,2730,2,12,24,2007,18,10,8,0,1,3,1,0,1,27.84109444,-82.63874444,0,1,85,2,5,4,0,0,0,0,0,0,7,0,11,12,12
"3254",122655,12,1,2,20,0,0,99,4,9,1,33598,0,0,0,0,0,0,1,2,57,0,2,12,24,2007,22,52,9,0,1,2,1,2,1,27.71587222,-82.30521389,0,1,47,1,6,4,0,0,0,1,0,0,7,0,0,12,1
"3255",122657,12,2,0,14,0,0,25,6,12,0,33023,0,0,0,0,0,0,1,2,57,0,7,12,29,2007,6,20,8,0,1,2,5,0,1,28.13296667,-82.55498889,0,1,47,1,5,4,0,0,0,0,8,1,0,2,56,12,177
"3256",122659,12,1,0,14,0,0,45,6,30,0,32702,0,0,0,1,0,2008,0,2,83,0,4,12,31,2008,11,20,30,0,2,1,1,0,1,28.9882,-81.7115,0,1,66,1,5,4,0,0,0,1,0,1,0,0,41,12,42
"3257",122661,12,1,0,4,0,0,45,4,8,1,33710,0,0,0,1,1,2007,1,4,11,0,2,9,17,2007,13,51,8,0,1,1,1,0,1,25.98441389,-80.20669444,0,1,46,1,5,4,0,0,0,0,0,0,7,0,5,13,6
"3258",122661,12,1,0,4,0,0,45,4,8,1,33710,0,0,0,1,1,2007,1,4,11,0,2,9,17,2007,13,51,8,0,1,1,1,0,1,25.98441389,-80.20669444,0,1,39,2,5,4,0,0,0,1,0,0,7,0,0,12,1
"3259",122663,12,1,2,99,0,0,30,4,8,0,99999,99,99,99,99,99,9999,0,3,91,2200,2,10,29,2007,13,47,12,5,1,1,1,0,1,30.51321944,-86.51211389,0,1,36,1,5,4,0,0,0,1,1,0,7,0,0,12,1
"3260",122665,12,1,0,4,0,0,60,6,42,1,34772,0,0,0,0,0,0,1,3,87,1580,4,11,7,2007,21,40,8,0,1,3,1,0,1,24.55249722,-81.76791944,0,1,53,2,5,4,0,0,0,8,8,1,0,0,34,13,35
"3261",122666,12,2,0,4,0,0,50,6,12,0,32828,0,0,0,1,0,2007,1,2,101,750,4,12,3,2008,18,12,8,0,1,2,1,0,1,28.3377,-82.1874,0,1,56,1,5,4,0,0,0,0,8,0,7,0,3,2,4
"3262",122670,12,1,1,2,0,0,55,6,12,1,34606,0,0,0,0,0,0,0,2,53,0,7,12,20,2008,3,0,12,2,1,2,5,1,1,28.5611,-82.5604,0,1,41,1,5,4,0,0,0,8,8,1,0,4,27,13,268
"3263",122671,12,2,2,14,0,0,45,0,9,0,33809,0,0,0,1,0,2007,0,1,97,2700,7,12,8,2007,10,26,1,0,2,1,1,1,1,28.21498611,-81.29306944,0,1,50,1,6,4,0,0,0,1,8,1,0,17,3,11,1024
